"","MSA_STATE","CBSA_code","name_2017match","name_2010match","MSA","state","total_pop","urb_pop","urb_land","urb_landsqmi","state_dom","ratio","urb_den","Median","Under18","y18to24","y25to34","y35to44","y45to54","y55to64","y65to74","y75","total","pincom2019","gdp2017","white","black","native","asian","LND010190D","land","total_den"
"137","Hickory-Lenoir-Morganton, NC","25860","Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton","NC",369711,212195,677569139,261.61,"NC",0.573948300158773,313.170992871917,40.5,0.230431439929739,0.0816449929821585,0.112028279301882,0.141380093407059,0.152343247687396,0.131995611455087,0.0863645939638355,0.0638117412728422,365497,40826,14270,83.4,6.6,0.5,3,1666.04,4331.704,85.3500146824437
"138","Hilton Head Island-Bluffton, SC","25940","Hilton Head Island-Bluffton-Beaufort, SC","Hilton Head Island-Beaufort, SC","Hilton Head Island-Bluffton","SC",222195,68998,175137093,67.62,"SC",0.310529039807376,393.965657520649,39.7,0.216507138655687,0.102336773434576,0.127383562376344,0.110961980642746,0.11829313940431,0.133078445002941,0.116614084808299,0.0748248756750976,187010,55551,9175,71.7,20.9,0.3,1.2,1608.84,4182.984,53.1187783649184
"139","Homosassa Springs, FL","26140","Homosassa Springs, FL","Homosassa Springs, FL","Homosassa Springs","FL",149657,80962,234293607,90.46,"FL",0.540983716097476,345.557870898287,54,0.158557308334985,0.0567914695969866,0.0698476309156306,0.0926038687020306,0.136898524455521,0.166395253334844,0.174155314509049,0.144750630150953,141236,39055,3111,92.8,3,0.3,1.8,773.24,2010.424,74.4405160304493
"140","Houma-Thibodaux, LA","26380","Houma-Thibodaux, LA","Houma-Bayou Cane-Thibodaux, LA","Houma-Thibodaux","LA",208075,144875,236809219,91.43,"LA",0.696263366574552,611.779391916326,35.7,0.253576266464276,0.102580484008877,0.136099876067596,0.129197129379665,0.149362564728261,0.111029983956038,0.0674278742230207,0.050725821172266,208178,43927,9474,74.3,16.5,4,0.8,3552.38,9236.188,22.5282335093222
"141","Houston-The Woodlands-Sugar Land, TX","26420","Houston-The Woodlands-Sugar Land, TX","Houston-Sugar Land-Baytown, TX","Houston-The Woodlands-Sugar Land","TX",7066141,5184270,4644717742,1793.34,"TX",0.733677689137536,1116.16470321137,33.2,0.279526804331741,0.095608898903612,0.151282538508105,0.144700006726307,0.140134526131701,0.102724490482276,0.0509975112665635,0.035025223649694,5946800,58890,490074,65,17.3,0.4,7.7,9434.76,24530.376,288.056774996029
"142","Huntington-Ashland, WV-KY-OH","26580","Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH","Huntington-Ashland","WV-KY-OH",355873,222863,358269035,138.33,"WV--KY--OH",0.626243069859191,622.054875604865,40.4,0.215490333748114,0.0917129529860759,0.123589686550667,0.1296132804082,0.143919750297183,0.133613947765396,0.0886299017733627,0.0734301464710012,287702,41368,15218,94.8,2.4,0.1,0.7,2536.52,6594.952,53.9614238284069
"143","Huntsville, AL","26620","Huntsville, AL","Huntsville, AL","Huntsville","AL",471824,286692,543269972,209.76,"AL",0.607624877072807,527.715527778149,37.6,0.237908681419468,0.0986917884159936,0.131728740663756,0.135471619495538,0.159923657724148,0.114003347757266,0.070116117846803,0.0521560466770276,417593,52110,25793,70.5,22.1,0.6,2.4,1420.01,3692.026,127.795416391976
"144","Idaho Falls, ID","26820","Idaho Falls, ID","Idaho Falls, ID","Idaho Falls","ID",151530,90733,115276968,44.51,"ID",0.598779119646275,787.086974737226,31.3,0.322771411477749,0.0835212542378082,0.145143970423551,0.115168668599567,0.125907005998128,0.101277862150429,0.0583168423151855,0.0478929847975823,130374,47443,7019,90,0.4,0.6,0.9,5240.02,13624.052,11.1222417530409
"145","Indianapolis-Carmel-Anderson, IN","26900","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel, IN","Indianapolis-Carmel-Anderson","IN",2074537,1575616,1998963222,771.8,"IN",0.75950248175858,788.216602816517,35.5,0.26183593254001,0.0885857920410695,0.142006706368887,0.141029619511217,0.148479622101978,0.1093226954615,0.0597583133522108,0.0489813186231275,1756241,56360,143873,76.6,15.2,0.2,3.2,4341.15,11286.99,183.798957915264
"146","Iowa City, IA","26980","Iowa City, IA","Iowa City, IA","Iowa City","IA",173105,106621,118041717,45.58,"IA",0.615932526501257,903.24846765826,30.5,0.205634855098109,0.193608850091096,0.162773780032244,0.115141625050791,0.120430445781395,0.104308390022676,0.0515840247467002,0.0465180291769887,152586,55834,10452,83.5,6.4,0.2,5.5,1194.22,3104.972,55.7509053221736
"147","Ithaca, NY","27060","Ithaca, NY","Ithaca, NY","Ithaca","NY",102180,53661,63663305,24.58,"NY",0.525161479741632,842.887437276466,29.8,0.164024654405104,0.26214012839195,0.134732779331259,0.102221259501398,0.117974872986491,0.111299279272183,0.0562305541333543,0.05137647197826,101564,46496,5265,80.2,3.8,0.2,9.7,491.65,1278.29,79.9349130478999
"148","Jackson, MI","27100","Jackson, MI","Jackson, MI","Jackson","MI",158510,90057,149373065,57.67,"MI",0.568147120055517,602.899860158858,39.7,0.232108981079327,0.0929059957066547,0.116120013978334,0.132419749388448,0.156083071239579,0.128837801407818,0.0743971843642354,0.0671272028356048,160248,40387,6308,87.3,7.8,0.4,0.8,723.82,1881.932,84.2272728238852
"149","Jackson, MS","27140","Jackson, MS","Jackson, MS","Jackson","MS",594806,351478,628040210,242.49,"MS",0.590911994835291,559.642510787645,34.9,0.26130817334716,0.100128557833402,0.140369200288652,0.129771063171427,0.141986839981672,0.114052873814828,0.0627057992011976,0.0496774923616612,539057,44734,30236,46.6,50.4,0.1,1.1,5494.06,14284.556,41.6397961546722
"150","Jackson, TN","27180","Jackson, TN","Jackson, TN","Jackson","TN",178644,71880,132458187,51.14,"TN",0.402364479075704,542.661813723904,36.7,0.239324236517219,0.117496209659952,0.123162226554039,0.122798353909465,0.143166558371237,0.12035520901018,0.0728958197964046,0.0608013861815031,115425,41794,6496,68,27,0.2,0.7,1716.57,4463.082,40.0270485731609
"151","Jacksonville, FL","27260","Jacksonville, FL","Jacksonville, FL","Jacksonville","FL",1559514,1065219,1373615003,530.36,"FL",0.68304548724795,775.485851329188,37.5,0.238185161073606,0.0964063507917681,0.134095969369707,0.136220678420566,0.15220913260741,0.121659101245842,0.0688914057413964,0.052332200749705,1345596,51421,76650,69.3,21.5,0.3,3.8,3698.3,9615.58,162.186160377221
"152","Jacksonville, NC","27340","Jacksonville, NC","Jacksonville, NC","Jacksonville","NC",197938,105419,184759745,71.34,"NC",0.532585961260597,570.573422257105,25.7,0.252784465495129,0.229856220327161,0.163107801003533,0.104808406273204,0.101579551335418,0.0732623810273834,0.0446808271268816,0.0299203474112909,177772,47525,8396,74.7,14,0.5,2.2,908.46,2361.996,83.8011580036545
"153","Janesville-Beloit, WI","27500","Janesville-Beloit, WI","Janesville, WI","Janesville-Beloit","WI",163354,133493,168674088,65.13,"WI",0.817200680730193,791.425651579631,38,0.250625268974808,0.0860407531918344,0.12573363853528,0.133430216240153,0.150420068483325,0.118037060830407,0.0715145542658625,0.0641984394783292,160331,46236,6611,87.1,4.4,0.3,1.3,726.26,1888.276,86.5095992323156
"154","Jefferson City, MO","27620","Jefferson City, MO","Jefferson City, MO","Jefferson City","MO",151235,58533,103570734,39.99,"MO",0.38703342480246,565.149996909359,37.9,0.235629843732269,0.0974186786999272,0.130841682965416,0.132830909103046,0.152709819968359,0.123639082285874,0.0683546162729378,0.0585753669721709,149807,44141,7289,89,7.5,0.4,1,2278.68,5924.568,25.52675570607
"155","Johnson City, TN","27740","Johnson City, TN","Johnson City, TN","Johnson City","TN",203649,120415,284678082,109.91,"TN",0.591286969246105,422.986550822694,40.6,0.201543911914491,0.105240644940518,0.118717164194126,0.132254071136698,0.146369693431832,0.133934861812838,0.0917490287646692,0.070190623804827,198716,41209,7042,93,3.2,0.3,1.2,863.84,2245.984,90.672507016969
"156","Johnstown, PA","27780","Johnstown, PA","Johnstown, PA","Johnstown","PA",130192,69014,100011476,38.61,"PA",0.530094014993241,690.060808621603,43.8,0.196514452355598,0.09329825513819,0.104997946811991,0.120031459016279,0.152506629361285,0.144238197648926,0.0882731644847194,0.100139895183012,143679,45107,4237,93.5,3.5,0,0.4,693.48,1803.048,72.2066190140251
"157","Jonesboro, AR","27860","Jonesboro, AR","Jonesboro, AR","Jonesboro","AR",133860,65419,121592147,46.95,"AR",0.488712087255341,538.019943014905,34.4,0.248706889428718,0.120841802587874,0.137805099730636,0.124617850709765,0.129187116817874,0.109612810470477,0.0723150397435262,0.0569133905111298,121026,38122,5292,80.5,12.7,0.4,1.2,1476.47,3838.822,34.870072121083
"158","Joplin, MO","27900","Joplin, MO","Joplin, MO","Joplin","MO",179564,82775,166833924,64.41,"MO",0.460977701543739,496.152089547447,36.3,0.256617554894655,0.0986394557823129,0.12878451212981,0.123229526316389,0.138031426976151,0.11470618398113,0.0759922059275972,0.0639991339919552,175518,41423,7415,90.4,1.6,1.8,1.2,1268.09,3297.034,54.4622833734805
"159","Kahului-Wailuku-Lahaina, HI","27980","Kahului-Wailuku-Lahaina, HI","Kahului-Wailuku, HI","Kahului-Wailuku-Lahaina","HI",167417,77265,60143236,23.22,"HI",0.46151227175257,1284.68311881323,39.6,0.231312244080757,0.0751772866424687,0.13247090432334,0.137624811088004,0.156696849529173,0.138819639097356,0.0725551235516747,0.0553431416872263,154834,51348,9330,35.5,0.5,0.3,29.3,2451.2,6373.12,26.2692370455915
"160","Kalamazoo-Portage, MI","28020","Kalamazoo-Portage, MI","Kalamazoo-Portage, MI","Kalamazoo-Portage","MI",265066,209703,341059430,131.68,"MI",0.791135038065991,614.857651055126,35.5,0.233731080961086,0.133078578886613,0.127876321615241,0.119737651911118,0.140087388123911,0.119021155029716,0.0671547418927153,0.0593130815796,326589,49493,17086,80.8,11.1,0.2,2.4,580.23,1508.598,175.703534009723
"161","Kankakee, IL","28100","Kankakee, IL","Kankakee-Bradley, IL","Kankakee","IL",109862,81926,96247065,37.16,"IL",0.745717354499281,851.205177009813,36.7,0.253453093460498,0.102098740403177,0.124575800579996,0.125192817918184,0.142636779522076,0.117735722659521,0.0700931696180663,0.0642138758384825,113449,42687,4510,79.6,15.2,0.2,0.8,681.49,1771.874,62.0032801429447
"162","Kansas City, MO-KS","28140","Kansas City, MO-KS","Kansas City, MO-KS","Kansas City","MO-KS",2157990,1519417,1755587807,677.84,"MO--KS",0.704088990217749,865.474796499313,36.5,0.256400178054314,0.0828158916423545,0.140482594011597,0.135336509879951,0.149356813181522,0.115910705564787,0.0640794090797874,0.0556178985856867,2035334,55009,131092,78.3,12.3,0.4,2.9,7373.32,19170.632,112.567493862487
"163","Kennewick-Richland, WA","28420","Kennewick-Richland, WA","Kennewick-Pasco-Richland, WA","Kennewick-Richland","WA",299612,210975,265387682,102.47,"WA",0.704160714524118,794.969074713875,32.9,0.293589642377832,0.0937870056051157,0.140944975132233,0.125842740980501,0.131929422909923,0.1101642062051,0.0584392515986421,0.0453027551906529,253340,46231,13868,78.4,1.8,0.9,2.4,3025.57,7866.482,38.0871652665067
"164","Killeen-Temple, TX","28660","Killeen-Temple, TX","Killeen-Temple-Fort Hood, TX","Killeen-Temple","TX",460303,308020,359781652,138.91,"TX",0.669167917654241,856.130373207581,30,0.28126819639773,0.123417221811004,0.169341228719467,0.129072292129287,0.121714779175919,0.086886257093511,0.0501357019491735,0.0381643227239082,405300,42855,17556,66.1,21.5,0.6,2.7,2858.02,7430.852,61.9448483161823
"165","Kingsport-Bristol, TN-VA","28700","Kingsport-Bristol-Bristol, TN-VA","Kingsport-Bristol-Bristol, TN-VA","Kingsport-Bristol","TN-VA",307202,176072,459583431,177.45,"TN--VA",0.573147310238866,383.11215793156,43.3,0.206497299253095,0.0760634998578554,0.106521205385987,0.134349236295971,0.15225299149717,0.142529010415321,0.102938516010648,0.0788482412839532,309544,40918,11967,95,1.8,0.2,0.5,2047.21,5322.746,57.7149463829384
"166","Kingston, NY","28740","Kingston, NY","Kingston, NY","Kingston","NY",177573,57442,110947301,42.84,"NY",0.323483862974664,517.741301340895,42,0.201739244792951,0.0998832831944239,0.109330220885185,0.13231740395522,0.168165354287562,0.140372507438641,0.0792578345470785,0.0689341508989386,182493,53006,6255,84.5,6,0.2,1.9,1160.82,3018.132,58.8353988493545
"167","Knoxville, TN","28940","Knoxville, TN","Knoxville, TN","Knoxville","TN",869046,558696,1134792603,438.15,"TN",0.642884266195345,492.333135167607,39.2,0.218845894875578,0.101286477658553,0.126124951649643,0.131878286033552,0.146472214661261,0.128706502585849,0.0815939143016776,0.0650917582338868,698030,47550,41459,89.3,5.8,0.3,1.5,3347.15,8702.59,99.860616207359
"168","La Crosse-Onalaska, WI-MN","29100","La Crosse-Onalaska, WI-MN","La Crosse, WI-MN","La Crosse-Onalaska","WI-MN",136616,100868,132068370,50.99,"WI--MN",0.738332259764596,763.755924298907,36.6,0.215950323570119,0.143059140388284,0.125253432087682,0.113732091422586,0.142266113043804,0.121273332585194,0.0675793962518236,0.0708861706505069,133665,52035,7508,91.7,1.5,0.4,3.9,1048.91,2727.166,50.0944936978534
"169","Lafayette-West Lafayette, IN","29140","Lafayette-West Lafayette, IN","Lafayette, IN","Lafayette-West Lafayette","IN",233002,147725,166040040,64.11,"IN",0.634007433412589,889.695039822925,29.2,0.212885737081803,0.221473915822964,0.138590309679913,0.10976812412966,0.115883422783204,0.0975523938371269,0.0555332550337233,0.0483128416316053,201789,40164,10415,83.9,4.6,0.3,6.8,1651.23,4293.198,54.2723629331794
"170","Lafayette, LA","29180","Lafayette, LA","Lafayette, LA","Lafayette","LA",489207,252720,462643367,178.63,"LA",0.51659113626747,546.252292859523,33.8,0.248536922166451,0.118350393441904,0.148773644872104,0.126179047118047,0.144057456399915,0.108625766243634,0.0590455106707874,0.0464312590871563,273738,44512,22114,70.6,24.6,0.3,1.7,4313.84,11215.984,43.6169488116246
"171","Lake Charles, LA","29340","Lake Charles, LA","Lake Charles, LA","Lake Charles","LA",210409,143440,327697961,126.52,"LA",0.681719888407815,437.720148035953,36,0.253838793228694,0.100933334001313,0.133868050719664,0.120451687566067,0.146292464693122,0.118332523408498,0.070423381945523,0.0558597644371189,199607,49642,17319,70.7,24.2,0.3,1.4,3026.18,7868.068,26.7421430521444
"172","Lake Havasu City-Kingman, AZ","29420","Lake Havasu City-Kingman, AZ","Lake Havasu City-Kingman, AZ","Lake Havasu City-Kingman","AZ",212181,95534,138031325,53.29,"AZ",0.450247665907881,692.118256489967,47.6,0.206133296034688,0.0681516189943353,0.0913000909154486,0.100456575384892,0.143486557501524,0.157398619284066,0.141413485458524,0.0916597564265233,200186,34393,4343,90.2,1.1,2.3,1.1,13470.5,35023.3,6.05828120137166
"173","Lakeland-Winter Haven, FL","29460","Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL","Lakeland-Winter Haven","FL",724777,463885,726188770,280.38,"FL",0.640038246246777,638.793959868038,39.8,0.235404711881015,0.0881040367383885,0.118333485579518,0.121985733148423,0.132997284481685,0.123309444522874,0.100910985807887,0.0789543178402079,602095,36649,21155,77.1,15.3,0.3,1.8,2010.19,5226.494,138.673650060633
"174","Lancaster, PA","29540","Lancaster, PA","Lancaster, PA","Lancaster","PA",545724,402004,641094177,247.53,"PA",0.736643431478183,627.059197263618,38.2,0.248370857357372,0.0974848155242615,0.117413778167082,0.122494200540962,0.145156850099626,0.119342760061219,0.07361703356467,0.0761197046848078,519445,54314,28938,88.5,4.2,0.2,2.2,983.9,2558.14,213.328433940285
"175","Lansing-East Lansing, MI","29620","Lansing-East Lansing, MI","Lansing-East Lansing, MI","Lansing-East Lansing","MI",550391,313532,409665051,158.17,"MI",0.569653210172405,765.337436607449,34.4,0.220482893568602,0.156595608961374,0.129239972760734,0.117243058728202,0.139349102224827,0.120232050961563,0.0635877388823281,0.0532695739123689,464036,42495,22562,82.3,7.9,0.4,4.3,2255.43,5864.118,93.8574223779262
"176","Laredo, TX","29700","Laredo, TX","Laredo, TX","Laredo","TX",276652,235730,170121651,65.68,"TX",0.852081315154056,1385.65549190444,27.8,0.352203720276144,0.108967495525441,0.14045320889798,0.137161211966249,0.108807689849143,0.0744734402965993,0.0438227115827154,0.0341105216057274,250304,32466,8285,95.9,0.4,0.2,0.5,3375.67,8776.742,31.5210359379369
"177","Las Cruces, NM","29740","Las Cruces, NM","Las Cruces, NM","Las Cruces","NM",218195,128600,167576559,64.7,"NM",0.589381058227732,767.410434773279,32.4,0.266965536029211,0.13090669253894,0.131709625154732,0.11211902520157,0.127221805355752,0.107382678640559,0.0698025646050097,0.0538920724742273,209233,37756,7227,87.1,1.8,1.1,1.1,3814.88,9918.688,21.9983731719356
"178","Las Vegas-Henderson-Paradise, NV","29820","Las Vegas-Henderson-Paradise, NV","Las Vegas-Paradise, NV","Las Vegas-Henderson-Paradise","NV",2266715,1886011,1079621093,416.84,"NV",0.832045934314636,1746.91937034987,35.5,0.25041037396689,0.0917966718069113,0.150940234278308,0.147845325272938,0.135713220473446,0.110318977034945,0.0691360340373367,0.0438391631292251,1951269,48806,112288,60.2,11.7,0.9,9.7,8091.05,21036.73,107.750349032383
"179","Lawrence, KS","29940","Lawrence, KS","Lawrence, KS","Lawrence","KS",122259,88053,78847501,30.44,"KS",0.720216916546021,1116.75067545895,28.4,0.190668254741667,0.246332088138163,0.157950300471009,0.108286864093263,0.11219388952051,0.0955371483225958,0.0467760272860159,0.0422554274267771,110826,45163,4558,82.4,4.4,2.5,5.3,474.5,1233.7,99.0994569182135
"180","Lawton, OK","30020","Lawton, OK","Lawton, OK","Lawton","OK",126415,94457,114152127,44.07,"OK",0.747197721789345,827.465965658266,31.3,0.250882367161437,0.135884542861287,0.165135618623991,0.122862576350948,0.129744234395397,0.0931360698802559,0.0570033360731035,0.0453512546535802,124098,42692,5155,63.4,16.1,5.4,2.4,1725.9,4487.34,28.1714779802734
"181","Lebanon, PA","30140","Lebanon, PA","Lebanon, PA","Lebanon","PA",141793,77086,116748917,45.08,"PA",0.543651661224461,660.271649457785,41,0.230332115476761,0.0834256708193579,0.111306600383325,0.127028929084811,0.14770753473886,0.130031145184475,0.0851326665069478,0.0850353378054624,133568,48924,5155,86.6,2.5,0.1,1.4,362.61,942.786,150.397863353932
"182","Lewiston-Auburn, ME","30340","Lewiston-Auburn, ME","Lewiston-Auburn, ME","Lewiston-Auburn","ME",108277,59397,91680760,35.4,"ME",0.548565253932045,647.867666018475,39.8,0.22569683014243,0.0930530537965869,0.120332027260404,0.134101502293365,0.158093628716273,0.127741360420419,0.0729420066479731,0.0680395907225493,107702,42968,4214,91.4,2.4,0.2,0.8,497.25,1292.85,83.7506284565108
"183","Lexington-Fayette, KY","30460","Lexington-Fayette, KY","Lexington-Fayette, KY","Lexington-Fayette","KY",517056,290263,226721515,87.54,"KY",0.561376330610224,1280.26226359682,35.1,0.22672151391975,0.120417539541494,0.151205573407273,0.136312510723386,0.141307225814924,0.113179650878312,0.0615188763373784,0.0493371093774823,472099,49606,29960,80.7,11,0.2,2.7,1484.17,3858.842,133.992529365027
"184","Lima, OH","30620","Lima, OH","Lima, OH","Lima","OH",102351,72852,135576369,52.35,"OH",0.711785913181112,537.350281154085,38.3,0.239299921941861,0.107438094252852,0.117021376644629,0.116729834196989,0.14557372732317,0.126313116588765,0.0745596298351374,0.0730642992165972,106331,43788,5718,82.5,11.9,0.2,0.8,406.92,1057.992,96.7408071138534
"185","Lincoln, NE","30700","Lincoln, NE","Lincoln, NE","Lincoln","NE",336374,258719,229135352,88.47,"NE",0.769140896739938,1129.10992451309,32.8,0.231214236307615,0.14607968705011,0.150997660156806,0.119649718523814,0.130495073753049,0.110210916841245,0.0570994549191314,0.0542532524482306,302157,50833,20246,86.6,3.8,0.7,4,1422.47,3698.422,90.9506811283299
"186","Little Rock-North Little Rock-Conway, AR","30780","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway","AR",742384,496665,771840723,298.01,"AR",0.669013610207117,643.48120693808,35.9,0.245247993231936,0.0984327416517448,0.144418705350572,0.132427399797358,0.140953216616625,0.116957743902526,0.0686681233628245,0.0528940760864129,699757,46560,38874,70.3,23.3,0.4,1.7,4198.51,10916.126,68.008009434849
"187","Logan, UT-ID","30860","Logan, UT-ID","Logan, UT-ID","Logan","UT-ID",142165,94983,113776996,43.93,"UT",0.668118031864383,834.817259545154,25.8,0.319964605156168,0.16254524003125,0.163820729899077,0.102389949139842,0.095071826023182,0.0738030324771608,0.0442754420369573,0.0381291752363642,125442,41370,5141,91.2,0.7,0.5,1.9,1841.57,4788.082,29.6914296789403
"188","Longview, TX","30980","Longview, TX","Longview, TX","Longview","TX",286657,98884,215058284,83.03,"TX",0.344955818277593,459.800934708472,37.1,0.247806352597624,0.0960306760772313,0.131446244559614,0.122195839883565,0.143304302394469,0.118552589226987,0.0748335813480494,0.0658304139124594,214369,42953,10234,77,17.9,0.3,0.9,2723,7079.8,40.4894206051018
"189","Longview, WA","31020","Longview, WA","Longview, WA","Longview","WA",110593,63952,85110305,32.86,"WA--OR",0.578264447116906,751.401372606995,40.2,0.241392442144322,0.0823845327604726,0.113836539400449,0.122644273020213,0.147192656967093,0.13821892393321,0.0858412264427302,0.0684894053315106,102410,46503,4477,89,0.8,1.5,1.3,1166.41,3032.666,36.4672535650151
"190","Los Angeles-Long Beach-Anaheim, CA","31100","Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Santa Ana, CA","Los Angeles-Long Beach-Anaheim","CA",13214799,12162804,4513053429,1742.5,"CA",0.920392659774848,2695.02769939398,35.1,0.244672763400143,0.106621044448534,0.147266583868826,0.145716170530501,0.141332530766429,0.104063213212546,0.0589238135927676,0.0514038801802533,12828837,66684,1043735,53.6,6.6,0.7,16,5700.23,14820.598,891.650863210783
"191","Louisville/Jefferson County, KY-IN","31140","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County","KY-IN",1265108,972546,1234700540,476.72,"KY--IN",0.768745435172333,787.677633962969,38.1,0.239809250167113,0.0863212331894114,0.133605128213119,0.134645978469358,0.153481784341436,0.124244487622763,0.0697447579633615,0.0581473800334381,1283566,52134,76063,79.4,14.8,0.2,2.1,3292.02,8559.252,147.805906403971
"192","Lubbock, TX","31180","Lubbock, TX","Lubbock, TX","Lubbock","TX",322257,237356,249826818,96.46,"TX",0.736542573163655,950.082148506571,30.5,0.244336410544421,0.167067991154481,0.144922601705922,0.110302221910211,0.123753027484292,0.0984169328512759,0.0593422022535013,0.0518586120958967,284890,44169,13880,82.3,6.8,1,2.2,2695.98,7009.548,45.9740057418824
"193","Lynchburg, VA","31340","Lynchburg, VA","Lynchburg, VA","Lynchburg","VA",263566,116636,230013260,88.81,"VA",0.442530523663902,507.083808994316,39.8,0.212425880918641,0.126063791888661,0.106850226018667,0.120074890948962,0.147897749313236,0.129693548770158,0.0859425097176152,0.0710514024240601,252634,41265,9873,78,17.2,0.2,1.4,2139.97,5563.922,47.3705418587824
"194","Macon-Bibb County, GA","31420","Macon, GA","Macon, GA","Macon-Bibb County","GA",229996,137570,253854243,98.01,"GA",0.598140837231952,541.925155058369,37.4,0.250842685746019,0.0978634741468749,0.122728622902972,0.126258647483997,0.147821931784427,0.125057578144843,0.0723568940949577,0.0570701656959099,232293,42191,9811,50.7,44.9,0.2,1.6,1737.81,4518.306,50.9031482152825
"195","Madera, CA","31460","Madera, CA","Madera-Chowchilla, CA","Madera","CA",157327,86437,81018220,31.28,"CA",0.549409827937989,1066.88347386551,33,0.284022138998442,0.105398866536307,0.136294037715839,0.127047360222716,0.127869287110993,0.104948132436284,0.0654094720445431,0.0490107049348756,150865,41267,5550,69.5,3.2,1.6,2.1,2153.39,5598.814,28.1000583337828
"196","Madison, WI","31540","Madison, WI","Madison, WI","Madison","WI",664865,401661,391086803,151,"WI",0.604124145503222,1027.03797959657,35.3,0.220263000072108,0.120251216599571,0.155316720395784,0.1330213351202,0.14453923984291,0.118082705907389,0.0574242032525902,0.0511015788094472,568593,62087,49853,86,4.4,0.3,5,3386.99,8806.174,75.4998708860397
"197","Manchester-Nashua, NH","31700","Manchester-Nashua, NH","Manchester-Nashua, NH","Manchester-Nashua","NH",417025,384777,695219601,268.43,"NH--MA",0.922671302679695,553.461092648336,39.3,0.234781805795054,0.0859550659935466,0.12252415021923,0.143688501476089,0.170881985221638,0.123564774493975,0.063785027487953,0.0548186893125142,400721,63218,28443,89.4,2.9,0.1,4,892.28,2319.928,179.757733860706
"198","Manhattan, KS","31740","Manhattan, KS","Manhattan, KS","Manhattan","KS",130285,54622,53648246,20.71,"KS",0.419250105537859,1018.1507145639,26,0.237612231568842,0.238454214241311,0.1686089974111,0.0982759027706738,0.0968830903124779,0.0775725718242696,0.0418079807366955,0.0407850111346307,127081,47072,3822,80.8,8.6,0.7,3.8,1888.22,4909.372,26.5380174898134
"199","Mankato, MN","31860","Mankato-North Mankato, MN","Mankato-North Mankato, MN","Mankato","MN",101927,57584,68306886,26.37,"MN",0.564953348965436,843.018960050382,31.2,0.204300186065743,0.20266694231962,0.137916063675832,0.103462890221211,0.125377299979326,0.107618358486665,0.0581455447591482,0.060512714492454,96740,48219,5320,91.1,3.5,0.2,2,1232.91,3205.566,31.7968808004577
"200","Mansfield, OH","31900","Mansfield, OH","Mansfield, OH","Mansfield","OH",121154,75250,130315995,50.32,"OH",0.621110322399591,577.44254648096,40.9,0.225097409118297,0.0844265916850773,0.118561960232979,0.125736091584656,0.150399678650331,0.13301466157863,0.08492468367142,0.0778389234786102,124475,40507,4470,86.7,8.9,0.1,0.8,500.36,1300.936,93.128332216189
"201","McAllen-Edinburg-Mission, TX","32580","McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission","TX",868707,728825,927184088,357.99,"TX",0.838976778131177,786.062885928215,28.3,0.346534257307662,0.107219054969933,0.139731971723185,0.131974820882095,0.103309502574316,0.0779793719160163,0.0512746379888715,0.0419763826379218,774769,27415,20405,86.3,0.5,0.2,1,1582.78,4115.228,211.095715717331
"202","Medford, OR","32780","Medford, OR","Medford, OR","Medford","OR",220944,154081,167617526,64.72,"OR",0.697375805634007,919.241583365214,42.1,0.218064427231479,0.085834079702371,0.115498558113442,0.113658061277718,0.141836363099515,0.148765292363414,0.0927482456226686,0.083594972589392,203206,48291,8590,91.3,0.7,1.3,1.3,2801.94,7285.044,30.3284372750528
"203","Memphis, TN-MS-AR","32820","Memphis, TN-MS-AR","Memphis, TN-MS-AR","Memphis","TN-MS-AR",1346045,1060061,1288022457,497.31,"TN--MS--AR",0.787537563751583,823.014376992342,35,0.265985867335309,0.0971871438340552,0.136613479218904,0.136362738393739,0.144237519945293,0.114120507560216,0.0598890661803814,0.0456036775321024,1316100,47985,72503,46.3,47.1,0.2,2.1,4699.93,12219.818,110.152622567701
"204","Merced, CA","32900","Merced, CA","Merced, CA","Merced","CA",277680,136969,123108189,47.53,"CA",0.493262028233938,1112.59048738017,29.6,0.315481658997705,0.119065025235249,0.1370639540566,0.124972145445732,0.121219110765345,0.0885286149347324,0.0516237739109358,0.0420457166537005,255793,41077,8625,55.1,3.2,0.9,7.5,1972.02,5127.252,54.1576657437551
"205","Miami-Fort Lauderdale-Pompano Beach, FL","33100","Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach","FL",6166488,5502379,3207994271,1238.61,"FL",0.892303528361687,1715.20848704159,39.8,0.216718796470928,0.0898378779560564,0.127886195590546,0.14185979853126,0.149476650310398,0.11489450790573,0.0795660452123095,0.0797601280227724,5564635,60966,344882,70.2,21.2,0.2,2.5,6135.86,15953.236,386.535245889925
